engine_id	RUL
5	139.44
5	139.0
5	147.98
5	142.36
5	145.52
5	139.4
5	147.07
5	132.25
5	148.27
5	143.91
5	164.29
5	149.69
5	133.43
5	127.47
5	132.46
5	139.05
5	139.54
5	129.01
5	123.53
5	118.8
5	130.67
5	133.03
5	128.9
5	134.71
5	134.02
5	111.42
5	131.06
5	121.42
5	135.6
5	116.71
5	120.78
5	127.13
5	111.81
5	114.54
5	111.97
5	115.63
5	119.02
5	128.44
5	112.92
5	108.92
5	113.89
5	120.39
5	108.83
5	107.54
5	108.86
5	110.14
5	94.58
5	107.46
5	110.28
5	107.28
6	192.36
6	204.99
6	203.71
6	185.39
6	207.04
6	188.5
6	202.72
6	188.46
6	188.86
6	185.89
6	192.69
6	189.75
6	192.54
6	179.09
6	173.88
6	178.74
6	186.12
6	195.31
6	193.61
6	173.59
6	168.42
6	172.56
6	183.45
6	159.28
6	177.52
6	171.64
6	163.28
6	172.87
6	168.71
6	171.17
6	156.0
6	161.25
6	158.61
6	179.66
6	152.68
6	162.61
6	168.08
6	176.78
6	152.7
6	150.73
6	166.17
6	146.25
6	168.44
6	142.53
6	134.89
6	143.14
6	150.83
6	147.35
6	152.99
6	141.37
6	159.35
6	150.58
6	136.71
6	153.44
6	143.81
6	156.45
6	140.58
6	163.24
6	131.13
6	147.86
6	143.9
6	130.15
6	138.04
6	132.64
6	128.86
6	138.38
6	126.91
6	139.96
6	147.15
6	138.16
6	135.71
6	125.99
6	136.75
6	121.17
6	121.84
6	114.29
6	117.93
6	120.81
6	110.13
6	110.19
6	106.37
6	129.17
6	118.19
6	119.22
6	108.22
6	127.18
6	112.27
6	112.79
6	119.55
6	119.7
6	113.69
6	114.17
6	115.46
6	119.34
6	104.75
6	105.04
6	121.34
6	104.27
6	105.41
6	109.67
6	99.77
6	99.84
6	101.99
6	99.23
6	92.64
7	198.01
7	221.01
7	215.97
7	236.73
7	212.21
7	210.56
7	230.2
7	208.04
7	206.99
7	229.86
7	217.16
7	208.59
7	201.07
7	208.11
7	211.3
7	207.59
7	200.1
7	209.15
7	194.92
7	215.8
7	208.6
7	197.32
7	203.69
7	191.26
7	199.69
7	190.19
7	194.41
7	183.56
7	193.47
7	178.33
7	222.31
7	205.79
7	207.57
7	193.84
7	172.55
7	179.02
7	166.23
7	187.67
7	197.38
7	188.88
7	184.82
7	179.96
7	185.2
7	168.04
7	171.51
7	181.97
7	179.09
7	169.08
7	166.27
7	164.02
7	170.38
7	158.42
7	161.0
7	182.07
7	163.14
7	143.69
7	168.53
7	161.19
7	170.5
7	165.41
7	189.29
7	167.11
7	154.39
7	155.11
7	176.36
7	166.98
7	157.06
7	159.88
7	157.24
7	177.54
7	163.52
7	166.74
7	149.57
7	152.03
7	163.86
7	169.05
7	156.73
7	154.78
7	141.61
7	144.04
7	148.6
7	149.5
7	146.65
7	159.96
7	156.44
7	177.75
7	123.86
7	140.84
7	139.01
7	149.22
7	149.08
7	144.27
7	125.94
7	147.71
7	155.0
7	150.25
7	132.32
7	141.29
7	136.92
7	119.82
7	148.83
7	139.78
7	124.37
7	130.22
7	154.88
7	152.27
7	133.54
7	134.05
7	138.69
7	122.23
7	100.62
7	126.57
7	140.99
7	126.49
7	119.12
7	135.71
7	115.79
7	125.74
7	101.84
7	107.41
7	127.32
7	115.81
7	130.27
7	121.75
7	125.6
7	105.69
7	137.44
7	111.95
7	127.74
7	121.92
7	117.65
7	123.24
7	109.03
7	135.03
7	133.24
7	114.52
7	121.49
7	117.28
7	123.31
7	129.37
7	96.16
7	107.75
7	107.72
7	109.49
7	112.95
7	117.58
7	118.32
7	114.79
7	117.63
7	109.45
7	122.55
7	119.93
7	99.68
7	117.81
7	114.75
7	121.35
7	109.32
7	108.79
7	99.89
7	120.2
8	190.85
8	189.72
8	204.07
8	203.33
8	185.78
8	200.7
8	194.66
8	181.49
8	196.32
8	188.63
8	186.92
8	186.64
8	189.81
8	198.14
8	178.46
8	182.33
8	180.42
8	170.57
8	182.19
8	171.2
8	176.13
8	169.63
8	173.82
8	174.96
8	173.8
8	198.08
8	160.29
8	183.81
8	168.26
8	160.79
8	161.05
8	156.1
8	173.26
8	165.58
8	156.69
8	158.05
8	173.06
8	178.24
8	158.89
8	163.69
8	170.63
8	160.6
8	154.48
8	156.94
8	160.94
8	150.24
8	161.46
8	162.97
8	154.95
8	147.54
8	150.36
8	164.64
8	152.04
8	138.16
8	142.08
8	152.31
8	147.88
8	141.61
8	130.54
8	145.19
8	122.58
8	143.94
8	136.44
8	156.26
8	143.48
8	152.42
8	137.85
8	146.4
8	133.28
8	127.37
8	137.67
8	155.91
8	128.05
8	137.18
8	119.07
8	135.37
8	131.38
8	127.61
8	120.2
8	126.34
8	117.5
8	109.57
8	118.66
8	123.79
8	123.66
8	109.08
8	124.14
8	105.85
8	143.07
8	115.38
8	118.04
8	127.95
8	107.1
8	109.37
8	109.57
8	106.25
8	106.04
8	119.21
8	111.97
8	101.15
8	89.06
8	105.91
8	110.22
8	97.1
8	107.11
8	114.03
8	102.38
8	98.72
8	94.12
8	116.39
8	87.6
8	104.21
8	94.89
8	95.19
8	96.9
8	95.24
8	102.12
8	136.25
8	88.42
8	100.41
8	117.26
8	87.05
8	94.34
8	93.55
8	87.57
8	109.3
8	92.68
8	96.98
8	88.84
8	91.41
8	93.36
8	93.46
8	89.24
8	88.32
8	93.49
8	90.37
8	80.81
8	92.4
8	85.61
8	81.43
8	88.06
8	94.7
8	106.27
8	79.82
8	81.81
8	97.33
8	96.22
8	79.17
8	89.53
8	109.52
8	89.18
8	68.56
8	87.55
8	74.66
8	80.07
8	91.58
8	66.91
8	79.7
8	86.34
8	69.66
8	70.92
8	78.32
8	73.81
8	86.11
8	83.33
8	68.33
9	184.9
9	199.51
9	213.71
9	191.79
9	191.11
9	193.01
9	189.52
9	180.27
9	185.21
9	179.82
9	183.04
9	179.17
9	180.98
9	187.16
9	190.74
9	173.0
9	185.75
9	184.39
9	182.5
9	180.66
9	172.4
9	178.97
9	171.84
9	197.31
9	165.4
9	181.63
9	163.7
9	164.87
9	158.74
9	171.98
9	168.35
9	151.27
9	170.11
9	167.23
9	159.03
9	176.48
9	164.81
9	150.41
9	162.76
9	151.89
9	165.59
9	140.54
9	141.78
9	156.99
9	165.01
9	147.19
9	145.15
9	151.88
9	146.45
9	155.35
9	140.11
9	149.84
9	134.84
9	145.34
9	144.89
10	210.9
10	211.19
10	224.85
10	183.44
10	208.66
10	227.38
10	210.82
10	218.97
10	204.79
10	221.96
10	218.25
10	201.24
10	194.27
10	200.0
10	191.55
10	192.87
10	196.55
10	192.97
10	197.32
10	210.34
10	207.64
10	198.34
10	197.19
10	219.01
10	176.88
10	192.38
10	192.16
10	183.03
10	170.81
10	177.57
10	192.35
10	176.26
10	167.65
10	181.66
10	184.98
10	200.44
10	170.21
10	194.68
10	179.84
10	194.86
10	164.04
10	172.56
10	166.97
10	169.65
10	171.78
10	170.97
10	163.72
10	166.26
10	173.77
10	183.43
10	147.85
10	154.39
10	150.71
10	167.48
10	151.85
10	175.85
10	142.5
10	158.3
10	173.61
10	161.62
10	174.57
10	163.72
10	162.88
10	158.66
10	152.02
10	147.83
10	150.65
10	136.07
10	152.91
10	148.96
10	139.91
10	143.47
10	171.57
10	142.48
10	147.18
10	168.42
10	140.63
10	150.56
10	138.74
10	132.43
10	152.06
10	149.39
10	135.41
10	149.42
10	141.41
10	140.9
10	132.16
10	135.93
10	147.01
10	136.85
10	154.36
10	138.31
10	133.78
10	148.78
10	151.06
10	142.38
10	140.31
10	133.96
10	129.24
10	133.77
10	140.09
10	133.81
10	130.22
10	123.43
10	123.78
10	129.93
10	123.22
10	133.75
10	140.72
10	155.79
10	115.1
10	124.02
10	141.22
10	129.39
10	139.88
10	113.5
10	134.28
10	126.16
10	141.53
10	122.0
10	121.63
10	151.28
10	120.86
10	130.87
10	109.6
10	119.12
10	121.8
10	130.97
10	108.74
10	130.55
10	99.33
10	105.86
10	115.19
10	135.3
10	116.87
10	114.57
10	107.22
10	119.62
10	117.01
10	109.08
10	149.67
10	106.46
10	142.29
10	116.56
10	129.91
10	130.57
10	153.18
10	106.43
10	138.55
10	116.28
10	126.19
10	112.81
10	117.82
10	113.46
10	119.18
10	123.69
10	117.22
10	101.1
10	108.16
10	134.2
10	119.7
10	119.05
10	117.69
10	102.76
10	115.51
10	107.79
10	110.73
10	128.91
10	100.11
10	116.31
10	122.01
10	117.99
10	121.44
10	117.83
10	123.72
10	130.6
10	121.2
10	147.03
10	129.34
10	108.1
10	109.99
10	127.42
10	109.4
10	125.08
10	126.6
10	119.41
10	114.31
10	122.54
10	121.3
10	115.65
10	119.91
10	111.94
11	189.15
11	205.15
11	205.15
11	203.15
11	194.65
11	191.72
11	198.87
11	190.27
11	187.91
11	195.72
11	188.33
11	187.45
11	190.61
11	187.92
11	174.6
11	174.75
11	180.88
11	184.27
11	170.64
11	159.94
11	175.52
11	175.73
11	174.25
11	166.83
11	169.46
11	173.02
11	174.98
11	179.1
11	168.66
11	166.94
11	159.08
11	174.5
11	168.63
11	168.56
11	169.23
11	165.52
11	166.76
11	165.87
11	157.61
11	159.71
11	155.43
11	155.64
11	164.99
11	148.64
11	157.78
11	142.35
11	154.65
11	152.2
11	149.47
11	146.29
11	139.81
11	138.6
11	135.85
11	136.48
11	132.47
11	138.88
11	136.56
11	129.18
11	132.75
11	125.59
11	121.24
11	129.84
11	126.03
11	129.37
11	141.13
11	128.31
11	140.77
11	133.66
11	121.72
11	110.39
11	125.67
11	126.52
11	108.07
11	97.44
11	111.23
11	106.52
11	109.44
11	101.78
11	114.4
11	76.41
11	100.25
11	92.08
11	72.07
12	206.73
12	234.34
12	230.9
12	216.7
12	232.62
12	215.04
12	199.6
12	196.61
12	213.62
12	225.26
12	216.63
12	213.96
12	218.65
12	198.81
12	204.85
12	220.45
12	216.45
12	208.76
12	215.97
12	203.67
12	182.88
12	186.45
12	184.06
12	210.17
12	188.53
12	179.68
12	184.44
12	209.17
12	204.95
12	214.49
12	166.98
12	182.96
12	202.63
12	224.66
12	178.37
12	199.43
12	177.08
12	213.41
12	203.64
12	168.53
12	196.42
12	220.66
12	188.73
12	182.76
12	189.98
12	180.09
12	176.44
12	165.27
12	174.09
12	148.89
12	159.43
12	171.14
12	171.45
12	170.4
12	185.88
12	172.87
12	184.53
12	173.6
12	158.2
12	171.01
12	165.35
12	171.2
12	168.6
12	194.79
12	168.61
12	195.15
12	173.4
12	160.83
12	159.11
12	151.06
12	164.77
12	139.57
12	145.35
12	138.74
12	154.08
12	151.99
12	166.72
12	150.07
12	152.27
12	154.51
12	162.35
12	163.13
12	127.1
12	145.15
12	143.97
12	144.38
12	157.13
12	151.79
12	150.6
12	174.29
12	147.07
12	120.57
12	143.64
12	145.61
12	119.93
12	138.86
12	143.17
12	136.74
12	144.08
12	123.03
12	143.31
12	139.1
12	142.94
12	119.7
12	140.2
12	145.62
12	158.43
12	153.61
12	156.32
12	147.23
12	126.97
12	144.74
12	136.67
12	135.55
12	116.45
12	129.16
12	139.97
12	156.36
12	143.14
12	134.88
12	140.82
12	141.33
12	130.69
12	139.68
12	142.29
12	134.17
12	148.89
12	123.79
12	119.23
12	135.13
12	143.63
12	123.78
12	126.94
12	135.34
12	136.94
12	124.98
12	134.6
12	125.28
12	118.39
12	150.75
12	127.02
12	143.32
12	130.63
12	147.89
12	120.64
12	131.61
12	132.29
12	124.11
12	111.73
12	127.73
12	122.73
12	119.18
12	137.02
12	129.69
12	124.12
12	122.48
12	131.06
12	125.45
12	133.08
12	126.86
12	116.44
12	136.79
12	128.28
12	121.19
12	133.77
12	122.16
12	134.29
12	130.9
12	127.52
12	125.87
12	119.55
12	120.34
12	135.99
12	114.91
12	128.19
12	131.24
12	123.74
12	133.48
12	123.04
12	126.22
12	121.1
12	124.86
12	118.6
12	114.4
12	119.32
12	134.72
12	130.43
12	127.87
12	117.54
12	123.26
12	127.49
12	116.03
12	116.21
12	120.11
12	109.82
12	124.89
12	123.51
12	102.7
12	111.79
12	117.16
12	122.45
12	107.45
12	117.49
12	119.02
12	103.19
12	109.21
12	118.87
12	104.04
12	119.98
12	116.65
12	124.94
12	102.45
12	114.3
12	98.08
12	111.72
12	116.28
12	93.27
13	209.12
13	192.57
13	239.33
13	202.53
13	220.71
13	196.83
13	220.91
13	200.82
13	198.33
13	207.07
13	211.48
13	205.79
13	206.73
13	208.99
13	200.39
13	194.28
13	213.71
13	183.92
13	203.83
13	198.23
13	179.11
13	188.62
13	187.34
13	171.77
13	190.51
13	178.19
13	199.25
13	179.5
13	196.83
13	190.19
13	195.5
13	188.44
13	189.95
13	197.27
13	177.8
13	164.6
13	170.21
13	182.93
13	178.14
13	177.1
13	182.36
13	156.51
13	174.56
13	165.85
13	167.88
13	158.57
13	169.02
13	167.51
13	156.64
13	156.05
13	164.35
13	166.96
13	150.19
13	168.98
13	153.91
13	157.26
13	168.28
13	149.18
13	161.21
13	150.02
13	165.45
13	168.58
13	159.4
13	163.17
13	145.4
13	161.11
13	157.99
13	151.66
13	153.74
13	145.59
13	149.42
13	150.8
13	159.77
13	139.75
13	149.98
13	147.7
13	157.72
13	160.95
13	148.78
13	135.66
13	134.58
13	149.35
13	150.83
13	127.36
13	157.29
13	144.27
13	142.03
13	132.92
13	139.16
13	136.82
13	137.23
13	137.32
13	144.13
13	146.48
13	143.01
13	145.95
13	121.12
13	143.01
13	131.28
13	122.58
13	118.4
13	125.66
13	132.1
13	139.39
13	131.56
13	146.37
13	132.79
13	131.14
13	111.22
13	117.46
13	129.53
13	140.73
13	140.63
13	116.32
13	116.54
13	142.14
13	117.19
13	128.46
13	131.01
13	111.3
13	119.3
13	101.28
13	121.46
13	115.56
13	148.35
13	124.24
13	116.58
13	133.16
13	134.62
13	127.52
13	116.4
13	118.83
13	119.72
13	118.18
13	135.88
13	112.07
13	103.04
13	107.76
13	137.16
13	126.8
13	114.64
13	111.87
13	119.34
13	124.04
13	131.13
13	113.66
13	125.26
13	120.9
13	125.72
13	101.61
13	113.64
13	113.39
13	109.19
13	139.85
13	126.99
13	108.63
13	119.8
13	97.3
13	111.95
13	132.28
13	126.67
13	137.02
13	139.8
13	119.82
13	117.98
13	121.22
13	118.61
13	123.82
13	114.79
13	125.02
13	122.41
13	115.09
13	116.26
13	120.5
13	102.75
13	123.56
13	120.66
13	131.14
13	135.85
13	124.54
13	145.52
13	107.95
13	133.77
13	121.24
13	113.75
13	138.79
13	122.78
13	126.63
13	112.95
13	131.34
13	120.86
13	102.05
13	132.37
13	110.88
13	89.56
14	207.83
14	201.86
14	193.04
14	202.43
14	183.57
14	176.63
14	195.36
14	189.8
14	179.28
14	196.36
14	191.97
14	192.17
14	176.13
14	179.4
14	189.5
14	185.19
14	184.72
14	186.73
14	177.27
14	177.89
14	175.26
14	184.45
14	167.85
14	168.41
14	181.24
14	164.22
14	163.5
14	176.34
14	160.21
14	173.4
14	165.75
14	176.28
14	168.67
14	150.21
14	166.28
14	156.16
14	158.03
14	163.02
14	158.93
14	149.45
14	156.7
14	158.2
14	156.05
14	141.63
14	149.68
14	153.27
15	218.34
15	211.56
15	229.71
15	226.68
15	203.67
15	211.85
15	203.85
15	227.47
15	217.91
15	205.25
15	230.33
15	192.55
15	192.81
15	214.64
15	202.72
15	206.1
15	196.97
15	199.12
15	198.73
15	192.1
15	179.95
15	206.85
15	195.41
15	189.44
15	200.68
15	210.81
15	185.7
15	186.1
15	185.88
15	185.03
15	182.61
15	177.83
15	210.63
15	203.22
15	195.72
15	184.41
15	180.62
15	164.84
15	170.08
15	172.4
15	176.27
15	183.2
15	198.29
15	183.36
15	185.82
15	179.46
15	187.9
15	200.24
15	171.43
15	176.8
15	159.56
15	156.38
15	183.07
15	151.27
15	143.65
15	175.49
15	156.92
15	144.65
15	172.77
15	143.75
15	184.3
15	135.79
15	145.81
15	159.46
15	173.73
15	138.09
15	146.08
15	154.51
15	152.74
15	140.53
15	158.58
15	135.15
15	162.32
15	160.85
15	147.18
15	166.79
16	216.4
16	216.26
16	222.53
16	218.36
16	184.6
16	225.4
16	206.14
16	219.81
16	209.95
16	198.74
16	196.29
16	223.79
16	220.58
16	184.2
16	209.49
16	202.97
16	199.31
16	208.63
16	198.35
16	191.1
16	193.14
16	213.28
16	208.19
16	189.23
16	224.82
16	190.8
16	191.68
16	186.68
16	205.86
16	184.08
16	201.92
16	184.74
16	202.69
16	193.42
16	176.38
16	190.47
16	194.16
16	210.84
16	190.76
16	195.25
16	199.12
16	196.9
16	175.73
16	210.43
16	184.71
16	178.27
16	194.23
16	166.94
16	172.08
16	155.88
16	157.87
16	171.68
16	173.53
16	198.96
16	176.62
16	160.3
16	196.55
16	179.19
16	172.61
16	169.53
16	195.42
16	168.91
16	157.16
16	147.72
16	172.02
16	137.8
16	158.28
16	160.36
16	147.98
16	149.88
16	166.55
16	181.28
16	149.91
16	136.65
16	179.16
16	149.72
16	133.21
16	164.82
16	161.44
16	131.2
16	157.81
16	165.17
16	151.16
16	130.13
16	141.74
16	154.57
16	148.91
16	143.19
16	135.25
16	145.18
16	150.55
16	173.53
16	144.93
16	119.86
16	137.04
16	137.42
16	144.74
16	127.89
16	125.42
16	118.33
16	143.78
16	110.64
16	137.46
16	116.99
16	107.82
16	141.75
16	123.26
16	141.6
16	113.97
16	106.43
16	121.79
16	127.12
16	104.88
17	222.33
17	220.58
17	206.26
17	208.39
17	217.77
17	199.36
17	202.18
17	219.62
17	215.53
17	210.08
17	198.32
17	192.86
17	199.11
17	203.38
17	199.77
17	213.25
17	197.52
17	204.43
17	192.49
17	188.08
17	176.62
17	181.84
17	216.26
17	175.26
17	186.34
17	183.27
17	180.82
17	174.35
17	196.03
17	170.5
17	182.16
17	179.26
17	168.51
17	170.26
17	166.88
17	175.04
17	182.95
17	175.85
17	172.91
17	164.16
17	176.92
17	164.36
17	171.72
17	163.45
17	167.13
17	152.73
17	175.54
17	156.31
17	164.63
17	167.34
17	166.71
17	150.47
17	170.55
17	165.63
17	166.62
17	173.69
17	160.41
17	158.31
17	157.55
17	142.51
17	135.75
17	159.58
17	147.6
17	167.8
17	152.36
17	150.73
17	151.65
17	154.77
17	162.52
17	134.36
17	128.67
17	139.71
17	132.84
17	139.79
17	124.27
17	128.34
17	143.21
17	137.0
17	144.55
17	129.67
17	137.69
17	121.1
17	165.47
17	120.08
17	122.93
17	136.59
17	111.59
17	138.13
17	131.97
17	149.32
17	119.95
17	142.02
17	121.26
17	119.81
17	126.4
17	121.17
17	115.65
17	131.96
17	108.98
17	124.38
17	125.85
17	107.09
17	94.36
17	99.46
17	126.86
17	104.41
17	71.59
17	93.76
17	99.85
17	105.55
17	93.32
17	98.12
17	120.2
17	129.86
17	92.57
17	79.21
17	85.8
17	88.81
17	105.28
17	89.79
17	97.53
17	89.53
17	99.43
17	82.51
17	85.21
17	79.09
17	99.15
17	107.34
17	87.59
17	87.26
17	80.58
17	72.65
17	95.55
17	92.26
17	72.19
17	66.6
17	98.63
17	82.85
17	60.28
17	76.94
17	64.21
17	72.13
17	74.01
17	77.8
17	85.45
17	75.3
17	70.46
17	56.66
17	69.07
17	65.02
17	57.82
17	48.31
17	58.05
17	59.89
17	52.24
17	56.91
17	51.49
17	54.25
17	61.87
17	54.79
17	57.59
17	56.59
17	49.55
17	65.27
17	53.6
18	203.38
18	193.34
18	209.76
18	213.93
18	202.13
18	223.77
18	211.29
18	196.14
18	192.12
18	221.76
18	201.86
18	200.46
18	200.93
18	189.03
18	206.04
18	197.62
18	182.73
18	181.28
18	189.4
18	188.33
18	176.71
18	192.24
18	179.69
18	198.56
18	185.62
18	179.73
18	188.69
18	194.71
18	180.41
18	164.49
18	165.05
18	189.53
18	170.23
18	175.46
18	194.14
18	172.74
18	180.08
18	167.91
18	172.42
18	177.89
18	172.58
18	159.77
18	157.19
18	178.49
18	177.82
18	152.28
18	170.3
18	180.29
18	153.67
18	148.85
18	158.1
18	159.44
18	148.06
18	153.06
18	163.01
18	134.48
18	159.29
18	150.98
18	142.67
18	148.24
18	148.33
18	143.61
18	129.3
18	142.13
18	140.65
18	138.3
18	149.07
18	137.0
18	144.7
18	161.53
18	162.36
18	158.52
18	161.74
18	121.02
18	133.04
18	125.04
18	143.3
18	147.69
18	133.51
18	146.67
18	111.82
18	121.96
18	115.31
18	138.44
18	135.96
18	108.13
18	120.83
18	113.21
18	126.94
18	124.62
18	111.9
18	136.91
18	103.07
18	110.37
18	118.61
18	108.27
18	109.73
18	124.42
18	124.42
18	116.24
18	133.88
18	103.36
18	122.54
18	124.66
18	115.07
18	100.17
18	119.01
18	101.77
18	116.44
18	115.41
18	109.05
18	100.86
18	82.1
18	101.84
18	102.41
18	109.23
18	87.34
18	90.62
18	87.08
18	83.65
18	89.06
18	86.16
18	80.93
18	81.58
18	82.85
18	56.36
18	70.75
18	82.39
18	70.71
18	70.34
18	84.31
18	64.12
18	55.53
19	227.8
19	222.11
19	217.38
19	217.78
19	233.65
19	240.02
19	220.46
19	235.5
19	209.24
19	211.88
19	202.84
19	207.64
19	222.25
19	200.79
19	215.01
19	206.91
19	192.99
19	207.11
19	207.23
19	206.54
19	199.31
19	186.93
19	192.3
19	202.48
19	191.68
19	216.51
19	193.76
19	196.37
19	203.87
19	200.45
19	204.11
19	169.62
19	195.41
19	197.17
19	192.76
19	169.33
19	181.85
19	180.78
19	172.27
19	180.96
19	179.52
19	191.09
19	190.42
19	189.19
19	206.45
19	188.22
19	181.61
19	171.89
19	193.7
19	189.39
19	180.1
19	171.05
19	164.3
19	166.78
19	166.4
19	158.22
19	161.01
19	171.55
19	148.63
19	152.93
19	175.7
19	163.63
19	155.89
19	164.68
19	169.76
19	179.02
19	137.88
19	189.02
19	148.89
19	173.91
19	177.59
19	170.3
19	159.63
19	151.99
19	164.54
19	137.95
19	145.97
19	158.63
19	147.23
19	158.36
19	136.61
19	178.47
19	133.28
19	137.01
19	153.09
19	161.75
19	135.62
19	148.14
19	146.26
19	157.03
19	147.05
19	134.35
19	125.52
19	136.39
19	139.55
19	149.2
19	136.37
19	156.62
19	125.94
19	137.55
19	144.05
19	135.14
19	130.79
19	121.38
19	144.34
19	107.85
19	109.25
19	124.03
19	133.18
19	117.05
19	152.33
19	135.6
19	129.42
19	119.04
19	108.31
19	128.58
19	111.63
19	125.46
19	123.59
19	147.89
19	129.75
19	134.75
19	126.69
19	124.37
19	105.1
19	114.57
19	109.87
19	107.08
19	105.67
19	114.3
19	109.24
19	108.72
19	131.5
19	124.76
19	110.65
20	199.02
20	207.69
20	192.13
20	182.95
20	217.2
20	204.45
20	197.22
20	214.87
20	186.01
20	199.01
20	201.25
20	195.52
20	181.71
20	196.28
20	182.48
20	192.05
20	202.46
20	187.58
20	177.37
20	191.92
20	188.65
20	184.52
20	192.51
20	186.09
20	165.14
20	193.59
20	173.55
20	178.42
20	172.79
20	171.6
20	191.62
20	167.5
20	180.06
20	173.27
20	165.14
20	173.44
20	155.55
20	156.77
20	164.6
20	174.35
20	176.81
20	179.25
20	168.27
20	139.42
20	161.53
20	164.16
20	145.93
20	175.02
20	157.25
20	156.81
20	146.38
20	152.09
20	144.82
20	168.91
20	150.37
20	147.09
20	159.14
20	146.13
20	145.39
20	135.52
20	146.11
20	149.73
20	149.14
20	139.38
20	137.29
20	151.44
20	152.08
20	127.69
20	128.22
20	143.09
20	140.87
20	142.56
20	124.76
20	159.75
20	122.78
20	126.85
20	131.28
20	115.82
20	137.3
